# HRMSv2/CAN LOGGER made by brzanad
# TIMESTAMP - human readable format
# ID - HEX format
# DATA - HEX format
# HH:MM:SS,KKK;ID;DATADATADATADATA
02:17:07,994;40;22089A0200000000
02:17:08,003;40;2208A80200000000
02:17:08,013;40;2108A30200000000
02:17:08,023;40;21089F0200000000
02:17:08,034;40;2108A10200000000
02:17:08,043;40;2108A60200000000
02:17:08,053;40;2108A30200000000
02:17:08,066;40;2108A60200000000
02:17:08,077;40;2108AA0200000000
02:17:08,086;40;2108A40200000000
02:17:08,096;40;2108AF0200000000
02:17:08,106;40;2108A50200000000
02:17:08,117;40;2008A50200000000
02:17:08,126;40;2008A50200000000
02:17:08,136;40;2008A20200000000
02:17:08,146;40;2008B00200000000
02:17:08,157;40;2008A60200000000
02:17:08,166;40;2008A90200000000
02:17:08,173;40;2008A60200000000
02:17:08,183;40;2008A50200000000
02:17:08,194;40;2008A60200000000
02:17:08,204;40;2008A40200000000
02:17:08,213;40;1F08A80200000000
02:17:08,223;40;1F08A80200000000
02:17:08,234;40;1F08AC0200000000
02:17:08,244;40;1F08A60200000000
02:17:08,253;40;1F08AA0200000000
02:17:08,266;40;1F08A90200000000
02:17:08,276;40;1F08AB0200000000
02:17:08,287;40;1F08AE0200000000
02:17:08,296;40;1F08B00200000000
02:17:08,306;40;1F08AF0200000000
02:17:08,316;40;1E08AF0200000000
02:17:08,327;40;1E08B10200000000
02:17:08,336;40;1E08AB0200000000
02:17:08,346;40;1E08AB0200000000
02:17:08,356;40;1E08B00200000000
02:17:08,366;40;1E08AE0200000000
02:17:08,374;40;1E08AF0200000000
02:17:08,383;40;1E08AC0200000000
02:17:08,393;40;1E08AC0200000000
02:17:08,404;40;1E08AC0200000000
02:17:08,414;40;1D08AD0200000000
02:17:08,423;40;1D08AB0200000000
02:17:08,433;40;1D08B00200000000
02:17:08,444;40;1D08AD0200000000
02:17:08,454;40;1D08AC0200000000
02:17:08,466;40;1D08B50200000000
02:17:08,476;40;1D08AF0200000000
02:17:08,486;40;1D08AC0200000000
02:17:08,497;40;1D08AE0200000000
02:17:08,506;40;1D08B10200000000
02:17:08,516;40;1C08AE0200000000
02:17:08,526;40;1C08AE0200000000
02:17:08,537;40;1C08AC0200000000
02:17:08,546;40;1C08AD0200000000
02:17:08,556;40;1C08B30200000000
02:17:08,566;40;1C08AD0200000000
02:17:08,574;40;1C08B00200000000
02:17:08,584;40;1C08AD0200000000
02:17:08,593;40;1C08AC0200000000
02:17:08,603;40;1C08BE0200000000
02:17:08,614;40;1B08AB0200000000
02:17:08,624;40;1B08AC0200000000
02:17:08,633;40;1B08AE0200000000
02:17:08,643;40;1B08AE0200000000
02:17:08,654;40;1B08B80200000000
02:17:08,667;40;1B08B20200000000
02:17:,676;40;1B08B40200000000
02:17:08,686;40;1B08B20200000000
02:17:08,696;40;1B08B90200000000
02:17:08,707;40;1B08B60200000000
02:17:08,716;40;1A08B40200000000

02:17:08,726;40;1A08B50200000000
02:17:08,746;40;1A08B00200000000
02:17:08,747;40;1A08BB0200000000
02:17:08,756;40;1A08BE0200000000
02:17:08,766;40;1A08BB0200000000
02:17:08,773;40;1A08B50200000000
02:17:08,784;40;1A08B80200000000
02:17:08,793;40;1A08B60200000000
02:17:08,803;40;1A08B50200000000
02:17:08,813;40;1908B30200000000
02:17:08,824;40;1908B600200000000
02:17:08,834;40;1908B30200000000
02:17:08,843;40;1908B90200000000
02:17:08,853;40;1908BA0200000000
02:17:08,864;40;1908B30200000000
02:17:08,876;40;1908C20200000000
02:17:08,886;40;1908BB0200000000
02:17:08,896;40;1908BC0200000000
02:17:08,907;40;1908B70200000000
02:17:08,917;40;1808C00200000000
02:17:08,926;40;1808B80200000000
02:17:08,936;40;1808B90200000000
02:17:08,946;40;1808B90200000000
02:17:08,957;40;1808B90200000000
02:17:08,966;40;1808B90200000000
02:17:08,974;40;1808B90200000000
02:17:08,984;40;1808B60200000000
02:17:08,994;40;1808C10200000000
02:17:09,003;40;1808B80200000000
02:17:09,013;40;1708BA0200000000
02:17:09,023;40;1708B60200000000
02:17:09,034;40;1708B60200000000
02:17:09,043;40;1708C20200000000
02:17:09,053;40;1708B90200000000
02:17:09,063;40;1708BD0200000000
02:17:09,077;40;1708C00200000000
02:17:09,086;40;1708C70200000000
02:17:09,096;40;1708C00200000000
02:17:09,106;40;1708BF0200000000
02:17:09,117;40;1608BD0200000000
02:17:09,126;40;1608C30200000000
02:17:09,136;40;1608BF0200000000
02:17:09,146;40;1608C00200000000
02:17:09,157;40;1608BC0200000000
02:17:09,167;40;1608BD0200000000
02:17:09,175;40;1608C60200000000
02:17:09,183;40;1608BA0200000000
02:17:09,194;40;1608C10200000000
02:17:09,204;40;1608BF0200000000
02:17:09,213;40;1508CA0200000000
02:17:09,223;40;1508BE0200000000
02:17:09,234;40;1508BF0200000000
02:17:09,244;40;1508BF0200000000
02:17:09,253;40;1508BB0200000000
02:17:09,263;40;1508CB0200000000
02:17:09,276;40;1508BD0200000000
02:17:09,287;40;1508C00200000000
02:17:09,296;40;1508C00200000000
02:17:09,306;40;1508C00200000000
02:17:09,316;40;1408CB0200000000
02:17:09,327;40;1408C30200000000
02:17:09,336;40;1408C10200000000
02:17:09,346;40;1408C60200000000
02:17:09,356;40;1408C80200000000
02:17:09,367;40;1408D30200000000
02:17:09,376;40;1408CA0200000000
02:17:09,383;40;1408C40200000000
02:17:09,393;40;1408C50200000000
02:17:09,404;40;1408C70200000000
02:17:09,414;40;1308CE0200000000
02:17:09,423;40;1308C80200000000
02:17:09,433;40;1308C60200000000
02:17:09,444;40;1308C30200000000
02:17:09,454;40;1308C90200000000
02:17:09,463;40;1308C80200000000
02:17:09,476;40;1308C40200000000
02:17:09,486;40;1308CD0200000000
02:17:09,497;40;1308C50200000000
02:17:09,506;40;1308D30200000000
02:17:09,516;40;1208C70200000000
02:17:09,526;40;1208C70200000000
02:17:09,537;40;1208C80200000000
02:17:09,546;40;1208CC0200000000
02:17:09,556;40;1208CB0200000000
02:17:09,566;40;1208CA0200000000
02:17:09,577;40;1208CA0200000000
02:17:09,584;40;1208C90200000000
02:17:09,593;40;1208CB0200000000
02:17:09,603;40;1208CB0200000000
02:17:09,614;40;1108CB0200000000
02:17:09,624;40;1108CC0200000000
02:17:09,633;40;1108D10200000000
02:17:09,643;40;1108C90200000000
02:17:09,654;40;1108CA0200000000
02:17:09,664;40;1108CA0200000000
02:17:09,676;40;1108CA0200000000
02:17:09,686;40;1108CE0200000000
02:17:09,696;40;1108C80200000000
02:17:09,707;40;1108CD0200000000
02:17:09,716;40;1008CA0200000000
02:17:09,726;40;1008D20200000000
02:17:09,736;40;1008CB0200000000
02:17:09,747;40;1008CE0200000000
02:17:09,756;40;1008CE0200000000
02:17:09,766;40;1008CA0200000000
02:17:09,776;40;1008DD0200000000
02:17:09,784;40;1008CA0200000000
02:17:09,793;40;1008CE0200000000
02:17:09,803;40;1008CC0200000000
02:17:09,813;40;0F08CF0200000000
02:17:09,824;40;0F08D10200000000
02:17:09,834;40;0F08CF0200000000
02:17:09,843;40;0F08CF0200000000
02:17:09,853;40;0F08D10200000000
02:17:09,864;40;0F08CD0200000000
02:17:09,874;40;0F08CB0200000000
02:17:09,886;40;0F08CF0200000000
02:17:09,896;40;0F08D10200000000
02:17:09,907;40;0F08D40200000000
02:17:09,17;40;0E08D20200000000
02:17:09,926;40;0E08D00200000000
02:17:09,936;40;0E08D00200000000
02:17:09,946;40;0E08D40200000000

02:17:09,957;40;0E08D30200000000
02:17:09,975;40;0E08D20200000000
02:17:09,976;40;0E08D00200000000
02:17:09,985;40;0E08D90200000000
02:17:09,994;40;0E08D40200000000
02:17:10,003;40;0E08DA0200000000
02:17:10,013;40;0D08D70200000000
02:17:10,023;40;0D08DA0200000000
02:17:10,034;40;0D08D60200000000
02:17:10,043;40;0D08D80200000000
02:17:10,053;40;0D08D70200000000
02:17:10,063;40;0D08D60200000000
02:17:10,074;40;0D08DB0200000000
02:17:10,086;40;0D08D80200000000
02:17:10,096;40;0D08D80200000000
02:17:10,106;40;0D08D60200000000
02:17:10,117;40;0C08DC0200000000
02:17:10,126;40;0C08D80200000000
02:17:10,136;40;0C08DB0200000000
02:17:10,146;40;0C08D50200000000
02:17:10,157;40;0C08E30200000000
02:17:10,167;40;0C08D70200000000
02:17:10,176;40;0C08DB0200000000
02:17:10,186;40;0C08DA0200000000
02:17:10,194;40;0C08DC0200000000
02:17:10,204;40;0C08D80200000000
02:17:10,213;40;0B08DE0200000000
02:17:10,223;40;0B08D90200000000
02:17:10,234;40;0B08D90200000000
02:17:10,244;40;0B08DA0200000000
02:17:10,253;40;0B08DC0200000000
02:17:10,263;40;0B08DD0200000000
02:17:10,273;40;0B08D80200000000
02:17:10,287;40;0B08D80200000000
02:17:10,296;40;0B08DF0200000000
02:17:10,306;40;0B08DC0200000000
02:17:10,316;40;0A08DA0200000000
02:17:10,327;40;0A08DA0200000000
02:17:10,336;40;0A08E80200000000
02:17:10,346;40;0A08DD0200000000
02:17:10,356;40;0A08DB0200000000
02:17:10,367;40;0A08DC0200000000
02:17:10,376;40;0A08DB0200000000
02:17:10,386;40;0A08E00200000000
02:17:10,393;40;0A08DB0200000000
02:17:10,404;40;0A08DD0200000000
02:17:10,414;40;0908DD0200000000
02:17:10,423;40;0908DD0200000000
02:17:10,433;40;0908E80200000000
02:17:10,444;40;0908E00200000000
02:17:10,454;40;0908DD0200000000
02:17:10,463;40;0908DC0200000000
02:17:10,473;40;0908EB0200000000
02:17:10,484;40;0908DE0200000000
02:17:10,497;40;0908DE0200000000
02:17:10,506;40;0908DF0200000000
02:17:10,516;40;0808E70200000000
02:17:10,526;40;0808E00200000000
02:17:10,537;40;0808E40200000000
02:17:10,546;40;0808E00200000000
02:17:10,556;40;0808E00200000000
02:17:10,566;40;0808E20200000000
02:17:10,577;40;0808E00200000000
02:17:10,586;40;0808E20200000000
02:17:10,593;40;0808E70200000000
02:17:10,603;40;0808EB0200000000
02:17:10,614;40;0708E20200000000
02:17:10,624;40;0708E50200000000
02:17:10,633;40;0708E60200000000
02:17:10,643;40;0708E70200000000
02:17:10,654;40;0708E80200000000
02:17:10,664;40;0708E70200000000
02:17:10,673;40;0708E50200000000
02:17:10,683;40;0708DB0200000000
02:17:10,697;40;0708E80200000000
02:17:10,707;40;0708E60200000000
02:17:10,716;40;0608E60200000000
02:17:10,726;40;0608E20200000000
02:17:10,736;40;0608E70200000000
02:17:10,747;40;0608E50200000000
02:17:10,756;40;0608E50200000000
02:17:10,766;40;0608E50200000000
02:17:10,776;40;0608E50200000000
02:17:10,787;40;0608F30200000000
02:17:10,793;40;0608EA0200000000
02:17:10,803;40;0608E50200000000
02:17:10,813;40;0508E60200000000
02:17:10,824;40;0508F10200000000
02:17:10,834;40;0508E90200000000
02:17:10,843;40;0508E70200000000
02:17:10,853;40;0508E20200000000
02:17:10,864;40;0508EB0200000000
02:17:10,874;40;0508E80200000000
02:17:10,883;40;0508E50200000000
02:17:10,896;40;0508E50200000000
02:17:10,907;40;0508ED0200000000
02:17:10,917;40;0408E90200000000
02:17:10,926;40;0408EB0200000000
02:17:10,936;40;0408E80200000000
02:17:10,947;40;0408EC0200000000
02:17:10,957;40;0408F80200000000
02:17:10,966;40;0408ED0200000000
02:17:10,976;40;0408EF0200000000
02:17:10,986;40;0408EC0200000000
02:17:10,994;40;0408F20200000000
02:17:11,003;40;0408ED0200000000
02:17:11,013;40;0308F10200000000
02:17:11,023;40;0308E90200000000
02:17:11,034;40;0308F40200000000
02:17:11,043;40;0308EE0200000000
02:17:11,053;40;0308ED0200000000
02:17:11,063;40;0308F20200000000
02:17:11,074;40;0308F40200000000
02:17:11,084;40;0308EF0200000000
02:17:11,096;40;0308F10200000000
02:17:11,106;40;0308EF0200000000
02:17:11,117;40;0208F10200000000
02:17:11,126;40;0208F00200000000
02:17:11,136;40;0208EE0200000000
02:17:11,146;40;0208ED0200000000
02:17:11,157;40;0208F80200000000
02:17:11,167;40;0208ED0200000000
02:17:11,176;40;0208F00200000000

02:17:11,186;40;0208EF0200000000
02:17:11,203;40;0208EB0200000000
02:17:11,204;40;0208F90200000000
02:17:11,213;40;0108EF0200000000
02:17:11,223;40;0108ED0200000000
02:17:11,234;40;0108F00200000000
02:17:11,244;40;0108F60200000000
02:17:11,253;40;0108F10200000000
02:17:11,263;40;0108EB0200000000
02:17:11,273;40;0108EF0200000000
02:17:11,284;40;0108EF0200000000
02:17:11,296;40;0108FA0200000000
02:17:11,306;40;0108F00200000000000
02:17:11,316;40;0008F00200000000
02:17:11,327;40;0008F00200000000
02:17:11,336;40;0008F10200000000
02:17:11,346;40;0008F30200000000
02:17:11,356;40;0008F30200000000
02:17:11,367;40;0008F00200000000
02:17:11,376;40;0008F10200000000
02:17:11,386;40;0008FC0200000000
02:17:11,395;40;0008F40200000000
02:17:11,404;40;0008F60200000000
02:17:11,414;40;FF07F50200000000
02:17:11,423;40;FF07F30200000000
02:17:11,433;40;FF07020300000000
02:17:11,444;40;FF07F60200000000
02:17:11,454;40;FF07F20200000000
02:17:11,463;40;FF07F40200000000
02:17:11,473;40;FF07F90200000000
02:17:11,484;40;FF07F10200000000
02:17:11,497;40;FF07F80200000000
02:17:11,506;40;FF07F50200000000
02:17:11,516;40;FE07F30200000000
02:17:11,526;40;FE07090300000000
02:17:11,537;40;FE07020300000000
02:17:11,546;40;FE07FF0200000000
02:17:11,556;40;FE07010300000000
02:17:11,566;40;FE07000300000000
02:17:11,577;40;FE07010300000000
02:17:11,586;40;FE07FF0200000000
02:17:11,596;40;FE07000300000000
02:17:11,603;40;FE07000300000000
02:17:11,614;40;FD070A0300000000
02:17:11,624;40;FD07F70200000000
02:17:11,633;40;FD07F50200000000
02:17:11,643;40;FD07F30200000000
02:17:11,654;40;FD07F80200000000
02:17:11,664;40;FD07F80200000000
02:17:11,673;40;FD07FB0200000000
02:17:11,683;40;FD07F50200000000
02:17:11,697;40;FD07F60200000000
02:17:11,707;40;FD07FF0200000000
02:17:11,716;40;FC07F80200000000
02:17:11,726;40;FC07F60200000000
02:17:11,736;40;FC07F80200000000
02:17:11,747;40;FC07FA0200000000
02:17:11,756;40;FC07FD0200000000
02:17:11,766;40;FC07F70200000000
02:17:11,776;40;FC07F40200000000
02:17:11,787;40;FC07F60200000000
02:17:11,796;40;FC07FC0200000000
02:17:11,803;40;FC07F40200000000
02:17:11,813;40;FB07F50200000000
02:17:11,824;40;FB07F40200000000
02:17:11,834;40;FB07FB0200000000
02:17:11,843;40;FB07FB0200000000
02:17:11,853;40;FB07F90200000000
02:17:11,864;40;FB07F80200000000
02:17:11,874;40;FB07FD0200000000
02:17:11,883;40;FB07000300000000
02:17:11,896;40;FB07FC0200000000
02:17:11,907;40;FB07FA0200000000
02:17:11,917;40;FA07FB0200000000
02:17:11,926;40;FA07F90200000000
02:17:11,936;40;FA070B0300000000
02:17:11,947;40;FA07FF0200000000
02:17:11,957;40;FA07FC0200000000
02:17:11,966;40;FA07FB0200000000
02:17:11,976;40;FA07000300000000
02:17:11,986;40;FA07050300000000
02:17:11,997;40;FA07FD0200000000
02:17:12,003;40;FA07010300000000
02:17:12,013;40;F907FC0200000000
02:17:12,023;40;F9070B0300000000
02:17:12,034;40;F907FF0200000000
02:17:12,043;40;F907030300000000
02:17:12,053;40;F907FD0200000000
02:17:12,063;40;F907020300000000
02:17:12,074;40;F907000300000000
02:17:12,084;40;F907010300000000
02:17:12,093;40;F907000300000000
02:17:12,106;40;F907010300000000
02:17:12,117;40;F807040300000000
02:17:12,126;40;F807020300000000
02:17:12,136;40;F807020300000000
02:17:12,146;40;F807000300000000
02:17:12,157;40;F807030300000000
02:17:12,167;40;F807010300000000
02:17:12,176;40;F807010300000000
02:17:12,186;40;F807000300000000
02:17:12,197;40;F807010300000000
02:17:12,204;40;F8070B0300000000
02:17:12,213;40;F707020300000000
02:17:12,223;40;F707040300000000
02:17:12,234;40;F707000300000000
02:17:12,244;40;F707020300000000
02:17:12,253;40;F7070D0300000000
02:17:12,263;40;F707030300000000
02:17:12,273;40;F707030300000000
02:17:12,284;40;F707030300000000
02:17:12,293;40;F7070A0300000000
02:17:12,306;40;F707060300000000
02:17:12,316;40;F607030300000000
02:17:12,327;40;F607000300000000
02:17:12,336;40;F607050300000000
02:17:12,346;40;F607040300000000
02:17:12,356;40;F607060300000000
02:17:12,367;40;F6070A0300000000
02:17:12,376;40;F607090300000000
02:17:12,386;40;F6070D0300000000
02:17:12,390;F6070D0300000000
02:17:12,404;40;F6070B0300000000

02:17:12,414;40;F5070A0300000000
02:17:12,428;40;F5070A0300000000
02:17:12,433;40;F507060300000000
02:17:12,444;40;F5070B0300000000
02:17:12,454;40;F507080300000000
02:17:12,463;40;F507070300000000
02:17:12,473;40;F507140300000000
02:17:12,484;40;F507080300000000
02:17:12,494;40;F507080300000000
02:17:12,506;40;F5070C0300000000
02:17:12,516;40;F407090300000000
02:17:12,526;40;F4070A0300000000
02:17:12,537;40;F4070B0300000000
02:17:12,546;40;F40709030000000000
02:17:12,556;40;F4070C0300000000
02:17:12,566;40;F407130300000000
02:17:12,577;40;F4070A0300000000
02:17:12,586;40;F4070C0300000000
02:17:12,596;40;F4070A0300000000
02:17:12,603;40;F4070F0300000000
02:17:12,614;40;F3070D0300000000
02:17:12,624;40;F307080300000000
02:17:12,633;40;F3070A0300000000
02:17:12,643;40;F307080300000000
02:17:12,654;40;F307150300000000
02:17:12,664;40;F3070B0300000000
02:17:12,673;40;F3070B0300000000
02:17:12,683;40;F307060300000000
02:17:12,694;40;F3070E0300000000
02:17:12,707;40;F3070B0300000000
02:17:12,716;40;F2070C0300000000
02:17:12,726;40;F2070B0300000000
02:17:12,736;40;F2070E0300000000
02:17:12,747;40;F207100300000000
02:17:12,756;40;F207110300000000
02:17:12,766;40;F207110300000000
02:17:12,776;40;F2070E0300000000
02:17:12,787;40;F207170300000000
02:17:12,796;40;F207100300000000
02:17:12,803;40;F207160300000000
02:17:12,813;40;F107140300000000
02:17:12,824;40;F107190300000000
02:17:12,834;40;F107120300000000
02:17:12,843;40;F107130300000000
02:17:12,853;40;F107130300000000
02:17:12,864;40;F107100300000000
02:17:12,874;40;F107170300000000
02:17:12,883;40;F107120300000000
02:17:12,893;40;F107150300000000
02:17:12,907;40;F107100300000000
02:17:12,917;40;F0071A0300000000
02:17:12,926;40;F007160300000000
02:17:12,936;40;F007120300000000
02:17:12,947;40;F007130300000000
02:17:12,957;40;F007150300000000
02:17:12,966;40;F0071A0300000000
02:17:12,976;40;F007170300000000
02:17:12,986;40;F007150300000000
02:17:12,997;40;F007170300000000
02:17:13,003;40;F0071C0300000000
02:17:13,013;40;EF07220300000000
02:17:13,023;40;EF071A0300000000
02:17:13,034;40;EF07190300000000
02:17:13,043;40;EF07180300000000
02:17:13,053;40;EF071A0300000000
02:17:13,063;40;EF071A0300000000
02:17:13,074;40;EF07170300000000
02:17:13,084;40;EF071B0300000000
02:17:13,093;40;EF07190300000000
02:17:13,106;40;EF07200300000000
02:17:13,117;40;EE071A0300000000
02:17:13,126;40;EE071A0300000000
02:17:13,136;40;EE071B0300000000
02:17:13,146;40;EE07160300000000
02:17:13,157;40;EE07210300000000
02:17:13,167;40;EE071A0300000000
02:17:13,176;40;EE071E0300000000
02:17:13,186;40;EE07190300000000
02:17:13,197;40;EE07270300000000
02:17:13,205;40;EE07210300000000
02:17:13,213;40;ED07200300000000
02:17:13,223;40;ED071C0300000000
02:17:13,234;40;ED071C0300000000
02:17:13,244;40;ED07260300000000
02:17:13,253;40;ED07240300000000
02:17:13,263;40;ED071E0300000000
02:17:13,273;40;ED071F0300000000
02:17:13,284;40;ED071C0300000000
02:17:13,293;40;ED07230300000000
02:17:13,306;40;ED071E0300000000
02:17:13,316;40;EC07200300000000
02:17:13,327;40;EC07240300000000
02:17:13,336;40;EC07220300000000
02:17:13,346;40;EC07200300000000
02:17:13,356;40;EC07240300000000
02:17:13,367;40;EC07230300000000
02:17:13,376;40;EC07240300000000
02:17:13,386;40;EC072C0300000000
02:17:13,396;40;EC07230300000000
02:17:13,405;40;EC071D0300000000
02:17:13,414;40;EB07220300000000
02:17:13,423;40;EB071D0300000000
02:17:13,433;40;EB072A0300000000
02:17:13,444;40;EB07220300000000
02:17:13,454;40;EB07230300000000
02:17:13,463;40;EB07220300000000
02:17:13,473;40;EB07230300000000
02:17:13,484;40;EB07210300000000
02:17:13,494;40;EB07210300000000
02:17:13,506;40;EB07250300000000
02:17:13,516;40;EA071E0300000000
02:17:13,526;40;EA07270300000000
02:17:13,537;40;EA07200300000000
02:17:13,546;40;EA07230300000000
02:17:13,556;40;EA07210300000000
02:17:13,566;40;EA07290300000000
02:17:13,577;40;EA07260300000000
02:17:13,586;40;EA07220300000000
02:17:13,596;40;EA07230300000000
02:17:13,606;40;EA07230300000000
02:17:13,614;40;E9072D0300000000
02:17:13,624;40;E907250300000000
02:17:13,633;4E907290300000000

02:17:13,643;40;E907240300000000
02:17:13,661;40;E907290300000000
02:17:13,664;40;E907230300000000
02:17:13,673;40;E9072A0300000000
02:17:13,683;40;E907260300000000
02:17:13,694;40;E907270300000000
02:17:13,707;40;E907290300000000
02:17:13,716;40;E807280300000000
02:17:13,726;40;E8072B0300000000
02:17:13,736;40;E807260300000000
02:17:13,747;40;E807240300000000
02:17:13,756;40;E8072F0300000000
02:17:13,766;40;E8072A0300000000
02:17:13,776;40;E8072B0300000000
02:17:13,787;40;E8072B03000000000
02:17:13,796;40;E8072C0300000000
02:17:13,806;40;E807380300000000
02:17:13,813;40;E7072B0300000000
02:17:13,824;40;E7072C0300000000
02:17:13,834;40;E7072B0300000000
02:17:13,843;40;E7072F0300000000
02:17:13,853;40;E7072B0300000000
02:17:13,864;40;E7072B0300000000
02:17:13,874;40;E7072C0300000000
02:17:13,883;40;E707290300000000
02:17:13,893;40;E707320300000000
02:17:13,904;40;E7072D0300000000
02:17:13,917;40;E6072E0300000000
02:17:13,926;40;E6072D0300000000
02:17:13,936;40;E6072A0300000000
02:17:13,947;40;E607350300000000
02:17:13,957;40;E6072B0300000000
02:17:13,966;40;E6072F0300000000
02:17:13,976;40;E6072B0300000000
02:17:13,986;40;E607350300000000
02:17:13,997;40;E607300300000000
02:17:14,006;40;E607310300000000
02:17:14,013;40;E5072B0300000000
02:17:14,023;40;E5072A0300000000
02:17:14,034;40;E507300300000000
02:17:14,043;40;E5072C0300000000
02:17:14,053;40;E5072B0300000000
02:17:14,063;40;E5072C0300000000
02:17:14,074;40;E5072C0300000000
02:17:14,084;40;E507370300000000
02:17:14,093;40;E5072B0300000000
02:17:14,103;40;E5072C0300000000
02:17:14,117;40;E4072E0300000000
02:17:14,126;40;E4072E0300000000
02:17:14,136;40;E407330300000000
02:17:14,146;40;E4072F0300000000
02:17:14,157;40;E4072B0300000000
02:17:14,167;40;E4072F0300000000
02:17:14,176;40;E407300300000000
02:17:14,186;40;E407340300000000
02:17:14,197;40;E407390300000000
02:17:14,207;40;E407330300000000
02:17:14,213;40;E307330300000000
02:17:14,223;40;E307390300000000
02:17:14,234;40;E307360300000000
02:17:14,244;40;E307370300000000
02:17:14,253;40;E307370300000000
02:17:14,263;40;E307410300000000
02:17:14,273;40;E307350300000000
02:17:14,284;40;E307360300000000
02:17:14,293;40;E307350300000000
02:17:14,303;40;E307370300000000
02:17:14,316;40;E207340300000000
02:17:14,327;40;E207360300000000
02:17:14,336;40;E207390300000000
02:17:14,346;40;E207360300000000
02:17:14,356;40;E207420300000000
02:17:14,367;40;E2073A0300000000
02:17:14,376;40;E2073A0300000000
02:17:14,386;40;E2073D0300000000
02:17:14,396;40;E2073B0300000000
02:17:14,407;40;E2073E0300000000
02:17:14,414;40;E1073C0300000000
02:17:14,423;40;E107390300000000
02:17:14,433;40;E1073A0300000000
02:17:14,444;40;E107370300000000
02:17:14,454;40;E107380300000000
02:17:14,463;40;E107350300000000
02:17:14,473;40;E107340300000000
02:17:14,484;40;E107380300000000
02:17:14,494;40;E1073C0300000000
02:17:14,503;40;E107380300000000
02:17:14,516;40;E007390300000000
02:17:14,526;40;E0073C0300000000
02:17:14,537;40;E0073A0300000000
02:17:14,546;40;E007430300000000
02:17:14,556;40;E007390300000000
02:17:14,566;40;E0073D0300000000
02:17:14,577;40;E0073A0300000000
02:17:14,586;40;E0073E0300000000
02:17:14,596;40;E0073E0300000000
02:17:14,606;40;E0073E0300000000
02:17:14,614;40;DF073B0300000000
02:17:14,624;40;DF073A0300000000
02:17:14,633;40;DF073A0300000000
02:17:14,643;40;DF074C0300000000
02:17:14,654;40;DF073C0300000000
02:17:14,664;40;DF073F0300000000
02:17:14,673;40;DF073E0300000000
02:17:14,683;40;DF07410300000000
02:17:14,694;40;DF073D0300000000
02:17:14,704;40;DF073F0300000000
02:17:14,716;40;DE073E0300000000
2:17:14,726;40;DE073E0300000000
02:17:14,736;40;DE07450300000000
02:17:14,747;40;DE07440300000000
02:17:14,756;40;DE07420300000000
02:17:14,766;40;DE07430300000000
02:17:14,776;40;DE07450300000000
02:17:14,787;40;DE07490300000000
02:17:14,796;40;DE07430300000000
02:17:14,806;40;DE07440300000000
02:17:14,815;40;DD07440300000000
02:17:14,824;40;DD07470300000000
02:17:14,834;40;DD07420300000000
02:17:14,843;40;DD07440300000000
02:17:14,853;40;DD07440300000000
02:17:14,864;40;DD073A0300000000

02:17:14,874;40;DD07470300000000
02:17:14,904;40;DD073F0300000000
02:17:14,904;40;DD07420300000000
02:17:14,904;40;DD073D0300000000
02:17:14,917;40;DC07460300000000
02:17:14,926;40;DC07450300000000
02:17:14,936;40;DC07450300000000
02:17:14,947;40;DC07450300000000
02:17:14,957;40;DC07450300000000
02:17:14,966;40;DC074A0300000000
02:17:14,976;40;DC07460300000000
02:17:14,986;40;DC07490300000000
02:17:14,997;40;DC07440300000000
02:17:15,006;40;DC07510300000000
02:17:15,016;40;DB07470300000000
02:17:15,024;40;DB07480300000000
02:17:15,034;40;DB07490300000000
02:17:15,043;40;DB07420300000000
02:17:15,053;40;DB07510300000000
02:17:15,063;40;DB07460300000000
02:17:15,074;40;DB07450300000000
02:17:15,084;40;DB07440300000000
02:17:15,093;40;DB074B0300000000
02:17:15,103;40;DB07470300000000
02:17:15,117;40;DA07450300000000
02:17:15,126;40;DA07440300000000
02:17:15,136;40;DA07440300000000
02:17:15,146;40;DA074D0300000000
02:17:15,157;40;DA074B0300000000
02:17:15,167;40;DA074A0300000000
02:17:15,176;40;DA074A0300000000
02:17:15,186;40;DA074D0300000000
02:17:15,197;40;DA074C0300000000
02:17:15,207;40;DA074E0300000000
02:17:15,216;40;D9074E0300000000
02:17:15,223;40;D9074A0300000000
02:17:15,234;40;D907520300000000
02:17:15,244;40;D907510300000000
02:17:15,253;40;D9074C0300000000
02:17:15,263;40;D907480300000000
02:17:15,274;40;D9074F0300000000
02:17:15,284;40;D907490300000000
02:17:15,293;40;D9074E0300000000
02:17:15,303;40;D9074B0300000000
02:17:15,313;40;D8074A0300000000
02:17:15,327;40;D8075A0300000000
02:17:15,336;40;D8074C0300000000
02:17:15,346;40;D8074E0300000000
02:17:15,356;40;D807510300000000
02:17:15,367;40;D807540300000000
02:17:15,376;40;D807530300000000
02:17:15,386;40;D807510300000000
02:17:15,396;40;D807520300000000
02:17:15,407;40;D807560300000000
02:17:15,417;40;D707530300000000
02:17:15,423;40;D707520300000000
02:17:15,433;40;D707530300000000
02:17:15,444;40;D7074F0300000000
02:17:15,454;40;D707580300000000
02:17:15,463;40;D7074F0300000000
02:17:15,473;40;D707510300000000
02:17:15,484;40;D707500300000000
02:17:15,494;40;D707550300000000
02:17:15,503;40;D707520300000000
02:17:15,513;40;D607520300000000
02:17:15,526;40;D607510300000000
